unif1,unif2,cauchy_d,beta_d,mixt_d1,mixt_d2,weibull_d,exp_d
12.2629558192566,516.157032572664,0.0898664733797464,0.45758000132483,20.6549985255133,8.07108825937804,0.302037700459477,0.0514870004262775
13.6386328442022,828.301131329499,0.0261302248347047,0.516921749654275,3.57053143289821,7.0304279064197,2.19706599564659,0.559534149689084
11.2317900783382,722.773046884686,0.00139362049176856,0.759639524290321,5.65275385661897,7.10696675836338,0.902735846250251,0.475667892002916
15.0596220004372,855.582952522673,0.0533368750633228,0.775962166767119,21.2467919260678,4.78608141403881,5.70063941243504,0.0418571972330153
14.6707161380909,28.0297491000965,0.102575538480138,0.639689946469094,5.57234361624263,16.8772140076148,0.092689314597433,0.482087902238077
11.7356605697423,5.92409279197454,-0.0492264120818,0.537906537788671,21.8232903185448,9.08457620249059,1.07334197375218,0.496683843512212
15.77918361919,590.602690726519,-0.0716994401351543,0.757544405401982,0.906446166437137,7.49715424997266,1.46860560910106,0.350588082314885
14.7590040373616,431.752002728172,-0.0663973206295737,0.328363437837459,4.89744853566111,17.5139542503013,3.23941361298535,0.542370520976788
16.2423548982479,498.394561023451,-0.586138057183557,0.591838547179221,1.93716974532994,17.0729255133689,0.720660188249985,0.305592379765585
14.8216019175015,135.419679502957,-0.0242764021696611,0.23698796647986,4.21931478008586,10.6181597197792,0.556063449249998,0.0736553154420108
13.3441855600104,735.580260911956,0.20664875876453,0.6844551455537,3.26681145170934,6.54396966669822,6.12733719297535,0.640318812781429
11.0892869397067,805.378304421902,-0.0624815388017011,0.423118774131701,19.223996760377,18.0678501584712,1.90034790353852,0.203866405645385
14.3300327183679,193.256486509927,0.0622638971506865,0.601267698315734,2.06602555888686,7.41679640118277,1.5005929065117,0.0615649095270783
14.4314304268919,290.726885246113,-0.0545036527784818,0.617711293915682,6.83991263615871,5.61338760267861,2.23488497938143,0.793539084452105
16.5758425183594,782.257314654998,-14.3983135578895,0.163794675404364,19.4967862056571,11.8948126686311,0.176636485546217,0.259408480254933
11.4226774736308,13.4438057430089,0.0058410782048734,0.683674111998188,2.27581907969933,8.60712602250928,3.15113354432868,0.0676105057355016
16.5181100689806,490.278092818335,0.198928064529873,0.223832269459166,4.34520603246818,7.69761791367924,0.0938125688567863,0.963715522315756
